0.483709	0.779449	0
0.483709	0.781955	0
0.483709	0.784461	0
0.483709	0.786967	0
0.483709	0.789474	0
0.483709	0.79198	0
0.483709	0.794486	0
0.483709	0.796992	0
0.483709	0.799499	0
0.483709	0.802005	0
0.483709	0.804511	0
0.483709	0.807018	0
0.483709	0.809524	0
0.483709	0.81203	0
0.483709	0.814536	0
0.483709	0.817043	0
0.483709	0.819549	0
0.483709	0.822055	0
0.483709	0.824561	0
0.483709	0.827068	0
0.483709	0.829574	0
0.483709	0.83208	0
0.483709	0.834586	0
0.483709	0.837093	0
0.483709	0.839599	0
0.483709	0.842105	0
0.483709	0.844612	0
0.483709	0.847118	0
0.483709	0.849624	0
0.483709	0.85213	0
0.483709	0.854637	0
0.483709	0.857143	0
0.483709	0.859649	0
0.483709	0.862155	0
0.483709	0.864662	0
0.483709	0.867168	0
0.483709	0.869674	0
0.483709	0.87218	0
0.483709	0.874687	0
0.483709	0.877193	0
0.483709	0.879699	0
0.483709	0.882206	0
0.483709	0.884712	0
0.483709	0.887218	0
0.483709	0.889724	0
0.483709	0.892231	0
0.483709	0.894737	0
0.483709	0.897243	0
0.483709	0.899749	0
0.483709	0.902256	0
0.483709	0.904762	0
0.483709	0.907268	0
0.483709	0.909774	0
0.483709	0.912281	0
0.483709	0.914787	0
0.483709	0.917293	0
0.483709	0.919799	0
0.483709	0.922306	0
0.483709	0.924812	0
0.483709	0.927318	0
0.483709	0.929825	0
0.483709	0.932331	0
0.483709	0.934837	0
0.483709	0.937343	0
0.483709	0.93985	0
0.483709	0.942356	0
0.483709	0.944862	0
0.483709	0.947368	0
0.483709	0.949875	0
0.483709	0.952381	0
0.483709	0.954887	0
0.483709	0.957393	0
0.483709	0.9599	0
0.483709	0.962406	0
0.483709	0.964912	0
0.483709	0.967419	0
0.483709	0.969925	0
0.483709	0.972431	0
0.483709	0.974937	0
0.483709	0.977444	0
0.483709	0.97995	0
0.483709	0.982456	0
0.483709	0.984962	0
0.483709	0.987469	0
0.483709	0.989975	0
0.483709	0.992481	0
0.483709	0.994987	0
0.483709	0.997494	0
0.483709	1	-0.255185

0.486216	0	0.615883
0.486216	0.00250627	0
0.486216	0.00501253	0
0.486216	0.0075188	0
0.486216	0.0100251	0
0.486216	0.0125313	0
0.486216	0.0150376	0
0.486216	0.0175439	0
0.486216	0.0200501	0
0.486216	0.0225564	0
0.486216	0.0250627	0
0.486216	0.0275689	0
0.486216	0.0300752	0
0.486216	0.0325815	0
0.486216	0.0350877	0
0.486216	0.037594	0
0.486216	0.0401003	0
0.486216	0.0426065	0
0.486216	0.0451128	0
0.486216	0.047619	0
0.486216	0.0501253	0
0.486216	0.0526316	0
0.486216	0.0551378	0
0.486216	0.0576441	0
0.486216	0.0601504	0
0.486216	0.0626566	0
0.486216	0.0651629	0
0.486216	0.0676692	0
0.486216	0.0701754	0
0.486216	0.0726817	0
0.486216	0.075188	0
0.486216	0.0776942	0
0.486216	0.0802005	0
0.486216	0.0827068	0
0.486216	0.085213	0
0.486216	0.0877193	0
0.486216	0.0902256	0
0.486216	0.0927318	0
0.486216	0.0952381	0
0.486216	0.0977444	0
0.486216	0.100251	0
0.486216	0.102757	0
0.486216	0.105263	0
0.486216	0.107769	0
0.486216	0.110276	0
0.486216	0.112782	0
0.486216	0.115288	0
0.486216	0.117794	0
0.486216	0.120301	0
0.486216	0.122807	0
0.486216	0.125313	0
0.486216	0.12782	0
0.486216	0.130326	0
0.486216	0.132832	0
0.486216	0.135338	0
0.486216	0.137845	0
0.486216	0.140351	0
0.486216	0.142857	0
0.486216	0.145363	0
0.486216	0.14787	0
0.486216	0.150376	0
0.486216	0.152882	0
0.486216	0.155388	0
0.486216	0.157895	0
0.486216	0.160401	0
0.486216	0.162907	0
0.486216	0.165414	0
0.486216	0.16792	0
0.486216	0.170426	0
0.486216	0.172932	0
0.486216	0.175439	0
0.486216	0.177945	0
0.486216	0.180451	0
0.486216	0.182957	0
0.486216	0.185464	0
0.486216	0.18797	0
0.486216	0.190476	0
0.486216	0.192982	0
0.486216	0.195489	0
0.486216	0.197995	0
0.486216	0.200501	0
0.486216	0.203008	0
0.486216	0.205514	0
0.486216	0.20802	0
0.486216	0.210526	0
0.486216	0.213033	0
0.486216	0.215539	0
0.486216	0.218045	0
0.486216	0.220551	0
0.486216	0.223058	0
0.486216	0.225564	0
0.486216	0.22807	0
0.486216	0.230576	0
0.486216	0.233083	0
0.486216	0.235589	0
0.486216	0.238095	0
0.486216	0.240602	0
0.486216	0.243108	0
0.486216	0.245614	0
0.486216	0.24812	0
0.486216	0.250627	0
0.486216	0.253133	0
0.486216	0.255639	0
0.486216	0.258145	0
0.486216	0.260652	0
0.486216	0.263158	0
0.486216	0.265664	0
0.486216	0.26817	0
0.486216	0.270677	0
0.486216	0.273183	0
0.486216	0.275689	0
0.486216	0.278195	0
0.486216	0.280702	0
0.486216	0.283208	0
0.486216	0.285714	0
0.486216	0.288221	0
0.486216	0.290727	0
0.486216	0.293233	0
0.486216	0.295739	0
0.486216	0.298246	0
0.486216	0.300752	0
0.486216	0.303258	0
0.486216	0.305764	0
0.486216	0.308271	0
0.486216	0.310777	0
0.486216	0.313283	0
0.486216	0.315789	0
0.486216	0.318296	0
0.486216	0.320802	0
0.486216	0.323308	0
0.486216	0.325815	0
0.486216	0.328321	0
0.486216	0.330827	0
0.486216	0.333333	0
0.486216	0.33584	0
0.486216	0.338346	0
0.486216	0.340852	0
0.486216	0.343358	0
0.486216	0.345865	0
0.486216	0.348371	0
0.486216	0.350877	0
0.486216	0.353383	0
0.486216	0.35589	0
0.486216	0.358396	0
0.486216	0.360902	0
0.486216	0.363409	0
0.486216	0.365915	0
0.486216	0.368421	0
0.486216	0.370927	0
0.486216	0.373434	0
0.486216	0.37594	0
0.486216	0.378446	0
0.486216	0.380952	0
0.486216	0.383459	0
0.486216	0.385965	0
0.486216	0.388471	0
0.486216	0.390977	0
0.486216	0.393484	0
0.486216	0.39599	0
0.486216	0.398496	0
0.486216	0.401003	0
0.486216	0.403509	0
0.486216	0.406015	0
0.486216	0.408521	0
0.486216	0.411028	0
0.486216	0.413534	0
0.486216	0.41604	0
0.486216	0.418546	0
0.486216	0.421053	0
0.486216	0.423559	0
0.486216	0.426065	0
0.486216	0.428571	0
0.486216	0.431078	0
0.486216	0.433584	0
0.486216	0.43609	0
0.486216	0.438596	0
0.486216	0.441103	0
0.486216	0.443609	0
0.486216	0.446115	0
0.486216	0.448622	0
0.486216	0.451128	0
0.486216	0.453634	0
0.486216	0.45614	0
0.486216	0.458647	0
0.486216	0.461153	0
0.486216	0.463659	0
0.486216	0.466165	0
0.486216	0.468672	0
0.486216	0.471178	0
0.486216	0.473684	0
0.486216	0.47619	0
0.486216	0.478697	0
0.486216	0.481203	0
0.486216	0.483709	0
0.486216	0.486216	0
0.486216	0.488722	0
0.486216	0.491228	0
0.486216	0.493734	0
0.486216	0.496241	0
0.486216	0.498747	0
0.486216	0.501253	0
0.486216	0.503759	0
0.486216	0.506266	0
0.486216	0.508772	0
0.486216	0.511278	0
0.486216	0.513784	0
0.486216	0.516291	0
0.486216	0.518797	0
0.486216	0.521303	0
0.486216	0.52381	0
0.486216	0.526316	0
0.486216	0.528822	0
0.486216	0.531328	0
0.486216	0.533835	0
0.486216	0.536341	0
0.486216	0.538847	0
0.486216	0.541353	0
0.486216	0.54386	0
0.486216	0.546366	0
0.486216	0.548872	0
0.486216	0.551378	0
0.486216	0.553885	0
0.486216	0.556391	0
0.486216	0.558897	0
0.486216	0.561404	0
0.486216	0.56391	0
0.486216	0.566416	0
0.486216	0.568922	0
0.486216	0.571429	0
0.486216	0.573935	0
0.486216	0.576441	0
0.486216	0.578947	0
0.486216	0.581454	0
0.486216	0.58396	0
0.486216	0.586466	0
0.486216	0.588972	0
0.486216	0.591479	0
0.486216	0.593985	0
0.486216	0.596491	0
0.486216	0.598997	0
0.486216	0.601504	0
0.486216	0.60401	0
0.486216	0.606516	0
0.486216	0.609023	0
0.486216	0.611529	0
0.486216	0.614035	0
0.486216	0.616541	0
0.486216	0.619048	0
0.486216	0.621554	0
0.486216	0.62406	0
0.486216	0.626566	0
0.486216	0.629073	0
0.486216	0.631579	0
0.486216	0.634085	0
0.486216	0.636591	0
0.486216	0.639098	0
0.486216	0.641604	0
0.486216	0.64411	0
0.486216	0.646617	0
0.486216	0.649123	0
0.486216	0.651629	0
0.486216	0.654135	0
0.486216	0.656642	0
0.486216	0.659148	0
0.486216	0.661654	0
0.486216	0.66416	0
0.486216	0.666667	0
0.486216	0.669173	0
0.486216	0.671679	0
0.486216	0.674185	0
0.486216	0.676692	0
0.486216	0.679198	0
0.486216	0.681704	0
0.486216	0.684211	0
0.486216	0.686717	0
0.486216	0.689223	0
0.486216	0.691729	0
0.486216	0.694236	0
0.486216	0.696742	0
0.486216	0.699248	0
0.486216	0.701754	0
0.486216	0.704261	0
0.486216	0.706767	0
0.486216	0.709273	0
0.486216	0.711779	0
0.486216	0.714286	0
0.486216	0.716792	0
0.486216	0.719298	0
0.486216	0.721805	0
0.486216	0.724311	0
0.486216	0.726817	0
0.486216	0.729323	0
0.486216	0.73183	0
0.486216	0.734336	0
0.486216	0.736842	0
0.486216	0.739348	0
0.486216	0.741855	0
0.486216	0.744361	0
0.486216	0.746867	0
0.486216	0.749373	0
0.486216	0.75188	0
0.486216	0.754386	0
0.486216	0.756892	0
0.486216	0.759398	0
0.486216	0.761905	0
0.486216	0.764411	0
0.486216	0.766917	0
0.486216	0.769424	0
0.486216	0.77193	0
0.486216	0.774436	0
0.486216	0.776942	0
0.486216	0.779449	0
0.486216	0.781955	0
0.486216	0.784461	0
0.486216	0.786967	0
0.486216	0.789474	0
0.486216	0.79198	0
0.486216	0.794486	0
0.486216	0.796992	0
0.486216	0.799499	0
0.486216	0.802005	0
0.486216	0.804511	0
0.486216	0.807018	0
0.486216	0.809524	0
0.486216	0.81203	0
0.486216	0.814536	0
0.486216	0.817043	0
0.486216	0.819549	0
0.486216	0.822055	0
0.486216	0.824561	0
0.486216	0.827068	0
0.486216	0.829574	0
0.486216	0.83208	0
0.486216	0.834586	0
0.486216	0.837093	0
0.486216	0.839599	0
0.486216	0.842105	0
0.486216	0.844612	0
0.486216	0.847118	0
0.486216	0.849624	0
0.486216	0.85213	0
0.486216	0.854637	0
0.486216	0.857143	0
0.486216	0.859649	0
0.486216	0.862155	0
0.486216	0.864662	0
0.486216	0.867168	0
0.486216	0.869674	0
0.486216	0.87218	0
0.486216	0.874687	0
0.486216	0.877193	0
0.486216	0.879699	0
0.486216	0.882206	0
0.486216	0.884712	0
0.486216	0.887218	0
0.486216	0.889724	0
0.486216	0.892231	0
0.486216	0.894737	0
0.486216	0.897243	0
0.486216	0.899749	0
0.486216	0.902256	0
0.486216	0.904762	0
0.486216	0.907268	0
0.486216	0.909774	0
0.486216	0.912281	0
0.486216	0.914787	0
0.486216	0.917293	0
0.486216	0.919799	0
0.486216	0.922306	0
0.486216	0.924812	0
0.486216	0.927318	0
0.486216	0.929825	0
0.486216	0.932331	0
0.486216	0.934837	0
0.486216	0.937343	0
0.486216	0.93985	0
0.486216	0.942356	0
0.486216	0.944862	0
0.486216	0.947368	0
0.486216	0.949875	0
0.486216	0.952381	0
0.486216	0.954887	0
0.486216	0.957393	0
0.486216	0.9599	0
0.486216	0.962406	0
0.486216	0.964912	0
0.486216	0.967419	0
0.486216	0.969925	0
0.486216	0.972431	0
0.486216	0.974937	0
0.486216	0.977444	0
0.486216	0.97995	0
0.486216	0.982456	0
0.486216	0.984962	0
0.486216	0.987469	0
0.486216	0.989975	0
0.486216	0.992481	0
0.486216	0.994987	0
0.486216	0.997494	0
0.486216	1	-0.257401

0.488722	0	0.620572
0.488722	0.00250627	0
0.488722	0.00501253	0
0.488722	0.0075188	0
0.488722	0.0100251	0
0.488722	0.0125313	0
0.488722	0.0150376	0
0.488722	0.0175439	0
0.488722	0.0200501	0
0.488722	0.0225564	0
0.488722	0.0250627	0
0.488722	0.0275689	0
0.488722	0.0300752	0
0.488722	0.0325815	0
0.488722	0.0350877	0
0.488722	0.037594	0
0.488722	0.0401003	0
0.488722	0.0426065	0
0.488722	0.0451128	0
0.488722	0.047619	0
0.488722	0.0501253	0
0.488722	0.0526316	0
0.488722	0.0551378	0
0.488722	0.0576441	0
0.488722	0.0601504	0
0.488722	0.0626566	0
0.488722	0.0651629	0
0.488722	0.0676692	0
0.488722	0.0701754	0
0.488722	0.0726817	0
0.488722	0.075188	0
0.488722	0.0776942	0
0.488722	0.0802005	0
0.488722	0.0827068	0
0.488722	0.085213	0
0.488722	0.0877193	0
0.488722	0.0902256	0
0.488722	0.0927318	0
0.488722	0.0952381	0
0.488722	0.0977444	0
0.488722	0.100251	0
0.488722	0.102757	0
0.488722	0.105263	0
0.488722	0.107769	0
0.488722	0.110276	0
0.488722	0.112782	0
0.488722	0.115288	0
0.488722	0.117794	0
0.488722	0.120301	0
0.488722	0.122807	0
0.488722	0.125313	0
0.488722	0.12782	0
0.488722	0.130326	0
0.488722	0.132832	0
0.488722	0.135338	0
0.488722	0.137845	0
0.488722	0.140351	0
0.488722	0.142857	0
0.488722	0.145363	0
0.488722	0.14787	0
0.488722	0.150376	0
0.488722	0.152882	0
0.488722	0.155388	0
0.488722	0.157895	0
0.488722	0.160401	0
0.488722	0.162907	0
0.488722	0.165414	0
0.488722	0.16792	0
0.488722	0.170426	0
0.488722	0.172932	0
0.488722	0.175439	0
0.488722	0.177945	0
0.488722	0.180451	0
0.488722	0.182957	0
0.488722	0.185464	0
0.488722	0.18797	0
0.488722	0.190476	0
0.488722	0.192982	0
0.488722	0.195489	0
0.488722	0.197995	0
0.488722	0.200501	0
0.488722	0.203008	0
0.488722	0.205514	0
0.488722	0.20802	0
0.488722	0.210526	0
0.488722	0.213033	0
0.488722	0.215539	0
0.488722	0.218045	0
0.488722	0.220551	0
0.488722	0.223058	0
0.488722	0.225564	0
0.488722	0.22807	0
0.488722	0.230576	0
0.488722	0.233083	0
0.488722	0.235589	0
0.488722	0.238095	0
0.488722	0.240602	0
0.488722	0.243108	0
0.488722	0.245614	0
0.488722	0.24812	0
0.488722	0.250627	0
0.488722	0.253133	0
0.488722	0.255639	0
0.488722	0.258145	0
0.488722	0.260652	0
0.488722	0.263158	0
0.488722	0.265664	0
0.488722	0.26817	0
0.488722	0.270677	0
0.488722	0.273183	0
0.488722	0.275689	0
0.488722	0.278195	0
0.488722	0.280702	0
0.488722	0.283208	0
0.488722	0.285714	0
0.488722	0.288221	0
0.488722	0.290727	0
0.488722	0.293233	0
0.488722	0.295739	0
0.488722	0.298246	0
0.488722	0.300752	0
0.488722	0.303258	0
0.488722	0.305764	0
0.488722	0.308271	0
0.488722	0.310777	0
0.488722	0.313283	0
0.488722	0.315789	0
0.488722	0.318296	0
0.488722	0.320802	0
0.488722	0.323308	0
0.488722	0.325815	0
0.488722	0.328321	0
0.488722	0.330827	0
0.488722	0.333333	0
0.488722	0.33584	0
0.488722	0.338346	0
0.488722	0.340852	0
0.488722	0.343358	0
0.488722	0.345865	0
0.488722	0.348371	0
0.488722	0.350877	0
0.488722	0.353383	0
0.488722	0.35589	0
0.488722	0.358396	0
0.488722	0.360902	0
0.488722	0.363409	0
0.488722	0.365915	0
0.488722	0.368421	0
0.488722	0.370927	0
0.488722	0.373434	0
0.488722	0.37594	0
0.488722	0.378446	0
0.488722	0.380952	0
0.488722	0.383459	0
0.488722	0.385965	0
0.488722	0.388471	0
0.488722	0.390977	0
0.488722	0.393484	0
0.488722	0.39599	0
0.488722	0.398496	0
0.488722	0.401003	0
0.488722	0.403509	0
0.488722	0.406015	0
0.488722	0.408521	0
0.488722	0.411028	0
0.488722	0.413534	0
0.488722	0.41604	0
0.488722	0.418546	0
0.488722	0.421053	0
0.488722	0.423559	0
0.488722	0.426065	0
0.488722	0.428571	0
0.488722	0.431078	0
0.488722	0.433584	0
0.488722	0.43609	0
0.488722	0.438596	0
0.488722	0.441103	0
0.488722	0.443609	0
0.488722	0.446115	0
0.488722	0.448622	0
0.488722	0.451128	0
0.488722	0.453634	0
0.488722	0.45614	0
0.488722	0.458647	0
0.488722	0.461153	0
0.488722	0.463659	0
0.488722	0.466165	0
0.488722	0.468672	0
0.488722	0.471178	0
0.488722	0.473684	0
0.488722	0.47619	0
0.488722	0.478697	0
0.488722	0.481203	0
0.488722	0.483709	0
0.488722	0.486216	0
0.488722	0.488722	0
0.488722	0.491228	0
0.488722	0.493734	0
0.488722	0.496241	0
0.488722	0.498747	0
0.488722	0.501253	0
0.488722	0.503759	0
0.488722	0.506266	0
0.488722	0.508772	0
0.488722	0.511278	0
0.488722	0.513784	0
0.488722	0.516291	0
0.488722	0.518797	0
0.488722	0.521303	0
0.488722	0.52381	0
0.488722	0.526316	0
0.488722	0.528822	0
0.488722	0.531328	0
0.488722	0.533835	0
0.488722	0.536341	0
0.488722	0.538847	0
0.488722	0.541353	0
0.488722	0.54386	0
0.488722	0.546366	0
0.488722	0.548872	0
0.488722	0.551378	0
0.488722	0.553885	0
0.488722	0.556391	0
0.488722	0.558897	0
0.488722	0.561404	0
0.488722	0.56391	0
0.488722	0.566416	0
0.488722	0.568922	0
0.488722	0.571429	0
0.488722	0.573935	0
0.488722	0.576441	0
0.488722	0.578947	0
0.488722	0.581454	0
0.488722	0.58396	0
0.488722	0.586466	0
0.488722	0.588972	0
0.488722	0.591479	0
0.488722	0.593985	0
0.488722	0.596491	0
0.488722	0.598997	0
0.488722	0.601504	0
0.488722	0.60401	0
0.488722	0.606516	0
0.488722	0.609023	0
0.488722	0.611529	0
0.488722	0.614035	0
0.488722	0.616541	0
0.488722	0.619048	0
0.488722	0.621554	0
0.488722	0.62406	0
0.488722	0.626566	0
0.488722	0.629073	0
0.488722	0.631579	0
0.488722	0.634085	0
0.488722	0.636591	0
0.488722	0.639098	0
0.488722	0.641604	0
0.488722	0.64411	0
0.488722	0.646617	0
0.488722	0.649123	0
0.488722	0.651629	0
0.488722	0.654135	0
0.488722	0.656642	0
0.488722	0.659148	0
0.488722	0.661654	0
0.488722	0.66416	0
0.488722	0.666667	0
0.488722	0.669173	0
0.488722	0.671679	0
0.488722	0.674185	0
0.488722	0.676692	0
0.488722	0.679198	0
0.488722	0.681704	0
0.488722	0.684211	0
0.488722	0.686717	0
0.488722	0.689223	0
0.488722	0.691729	0
0.488722	0.694236	0
0.488722	0.696742	0
0.488722	0.699248	0
0.488722	0.701754	0
0.488722	0.704261	0
0.488722	0.706767	0
0.488722	0.709273	0
0.488722	0.711779	0
0.488722	0.714286	0
0.488722	0.716792	0
0.488722	0.719298	0
0.488722	0.721805	0
0.488722	0.724311	0
0.488722	0.726817	0
0.488722	0.729323	0
0.488722	0.73183	0
0.488722	0.734336	0
0.488722	0.736842	0
0.488722	0.739348	0
0.488722	0.741855	0
0.488722	0.744361	0
0.488722	0.746867	0
0.488722	0.749373	0
0.488722	0.75188	0
0.488722	0.754386	0
0.488722	0.756892	0
0.488722	0.759398	0
0.488722	0.761905	0
0.488722	0.764411	0
0.488722	0.766917	0
0.488722	0.769424	0
0.488722	0.77193	0
0.488722	0.774436	0
0.488722	0.776942	0
0.488722	0.779449	0
0.488722	0.781955	0
0.488722	0.784461	0
0.488722	0.786967	0
0.488722	0.789474	0
0.488722	0.79198	0
0.488722	0.794486	0
0.488722	0.796992	0
0.488722	0.799499	0
0.488722	0.802005	0
0.488722	0.804511	0
0.488722	0.807018	0
0.488722	0.809524	0
0.488722	0.81203	0
0.488722	0.814536	0
0.488722	0.817043	0
0.488722	0.819549	0
0.488722	0.822055	0
0.488722	0.824561	0
0.488722	0.827068	0
0.488722	0.829574	0
0.488722	0.83208	0
0.488722	0.834586	0
0.488722	0.837093	0
0.488722	0.839599	0
0.488722	0.842105	0
0.488722	0.844612	0
0.488722	0.847118	0
0.488722	0.849624	0
0.488722	0.85213	0
0.488722	0.854637	0
0.488722	0.857143	0
0.488722	0.859649	0
0.488722	0.862155	0
0.488722	0.864662	0
0.488722	0.867168	0
0.488722	0.869674	0
0.488722	0.87218	0
0.488722	0.874687	0
0.488722	0.877193	0
0.488722	0.879699	0
0.488722	0.882206	0
0.488722	0.884712	0
0.488722	0.887218	0
0.488722	0.889724	0
0.488722	0.892231	0
0.488722	0.894737	0
0.488722	0.897243	0
0.488722	0.899749	0
0.488722	0.902256	0
0.488722	0.904762	0
0.488722	0.907268	0
0.488722	0.909774	0
0.488722	0.912281	0
0.488722	0.914787	0
0.488722	0.917293	0
0.488722	0.919799	0
0.488722	0.922306	0
0.488722	0.924812	0
0.488722	0.927318	0
0.488722	0.929825	0
0.488722	0.932331	0
0.488722	0.934837	0
0.488722	0.937343	0
0.488722	0.93985	0
0.488722	0.942356	0
0.488722	0.944862	0
0.488722	0.947368	0
0.488722	0.949875	0
0.488722	0.952381	0
0.488722	0.954887	0
0.488722	0.957393	0
0.488722	0.9599	0
0.488722	0.962406	0
0.488722	0.964912	0
0.488722	0.967419	0
0.488722	0.969925	0
0.488722	0.972431	0
0.488722	0.974937	0
0.488722	0.977444	0
0.488722	0.97995	0
0.488722	0.982456	0
0.488722	0.984962	0
0.488722	0.987469	0
0.488722	0.989975	0
0.488722	0.992481	0
0.488722	0.994987	0
0.488722	0.997494	0
0.488722	1	-0.259632

0.491228	0	0.625289
0.491228	0.00250627	0
0.491228	0.00501253	0
0.491228	0.0075188	0
0.491228	0.0100251	0
0.491228	0.0125313	0
0.491228	0.0150376	0
0.491228	0.0175439	0
0.491228	0.0200501	0
0.491228	0.0225564	0
0.491228	0.0250627	0
0.491228	0.0275689	0
0.491228	0.0300752	0
0.491228	0.0325815	0
0.491228	0.0350877	0
0.491228	0.037594	0
0.491228	0.0401003	0
0.491228	0.0426065	0
0.491228	0.0451128	0
0.491228	0.047619	0
0.491228	0.0501253	0
0.491228	0.0526316	0
0.491228	0.0551378	0
0.491228	0.0576441	0
0.491228	0.0601504	0
0.491228	0.0626566	0
0.491228	0.0651629	0
0.491228	0.0676692	0
0.491228	0.0701754	0
0.491228	0.0726817	0
0.491228	0.075188	0
0.491228	0.0776942	0
0.491228	0.0802005	0
0.491228	0.0827068	0
0.491228	0.085213	0
0.491228	0.0877193	0
0.491228	0.0902256	0
0.491228	0.0927318	0
0.491228	0.0952381	0
0.491228	0.0977444	0
0.491228	0.100251	0
0.491228	0.102757	0
0.491228	0.105263	0
0.491228	0.107769	0
0.491228	0.110276	0
0.491228	0.112782	0
0.491228	0.115288	0
0.491228	0.117794	0
0.491228	0.120301	0
0.491228	0.122807	0
0.491228	0.125313	0
0.491228	0.12782	0
0.491228	0.130326	0
0.491228	0.132832	0
0.491228	0.135338	0
0.491228	0.137845	0
0.491228	0.140351	0
0.491228	0.142857	0
0.491228	0.145363	0
0.491228	0.14787	0
0.491228	0.150376	0
0.491228	0.152882	0
0.491228	0.155388	0
0.491228	0.157895	0
0.491228	0.160401	0
0.491228	0.162907	0
0.491228	0.165414	0
0.491228	0.16792	0
0.491228	0.170426	0
0.491228	0.172932	0
0.491228	0.175439	0
0.491228	0.177945	0
0.491228	0.180451	0
0.491228	0.182957	0
0.491228	0.185464	0
0.491228	0.18797	0
0.491228	0.190476	0
0.491228	0.192982	0
0.491228	0.195489	0
0.491228	0.197995	0
0.491228	0.200501	0
0.491228	0.203008	0
0.491228	0.205514	0
0.491228	0.20802	0
0.491228	0.210526	0
0.491228	0.213033	0
0.491228	0.215539	0
0.491228	0.218045	0
0.491228	0.220551	0
0.491228	0.223058	0
0.491228	0.225564	0
0.491228	0.22807	0
0.491228	0.230576	0
0.491228	0.233083	0
0.491228	0.235589	0
0.491228	0.238095	0
0.491228	0.240602	0
0.491228	0.243108	0
0.491228	0.245614	0
0.491228	0.24812	0
0.491228	0.250627	0
0.491228	0.253133	0
0.491228	0.255639	0
0.491228	0.258145	0
0.491228	0.260652	0
0.491228	0.263158	0
0.491228	0.265664	0
0.491228	0.26817	0
0.491228	0.270677	0
0.491228	0.273183	0
0.491228	0.275689	0
0.491228	0.278195	0
0.491228	0.280702	0
0.491228	0.283208	0
0.491228	0.285714	0
0.491228	0.288221	0
0.491228	0.290727	0
0.491228	0.293233	0
0.491228	0.295739	0
0.491228	0.298246	0
0.491228	0.300752	0
0.491228	0.303258	0
0.491228	0.305764	0
0.491228	0.308271	0
0.491228	0.310777	0
0.491228	0.313283	0
0.491228	0.315789	0
0.491228	0.318296	0
0.491228	0.320802	0
0.491228	0.323308	0
0.491228	0.325815	0
0.491228	0.328321	0
0.491228	0.330827	0
0.491228	0.333333	0
0.491228	0.33584	0
0.491228	0.338346	0
0.491228	0.340852	0
0.491228	0.343358	0
0.491228	0.345865	0
0.491228	0.348371	0
0.491228	0.350877	0
0.491228	0.353383	0
0.491228	0.35589	0
0.491228	0.358396	0
0.491228	0.360902	0
0.491228	0.363409	0
0.491228	0.365915	0
0.491228	0.368421	0
0.491228	0.370927	0
0.491228	0.373434	0
0.491228	0.37594	0
0.491228	0.378446	0
0.491228	0.380952	0
0.491228	0.383459	0
0.491228	0.385965	0
0.491228	0.388471	0
0.491228	0.390977	0
0.491228	0.393484	0
0.491228	0.39599	0
0.491228	0.398496	0
0.491228	0.401003	0
0.491228	0.403509	0
0.491228	0.406015	0
0.491228	0.408521	0
0.491228	0.411028	0
0.491228	0.413534	0
0.491228	0.41604	0
0.491228	0.418546	0
0.491228	0.421053	0
0.491228	0.423559	0
0.491228	0.426065	0
0.491228	0.428571	0
0.491228	0.431078	0
0.491228	0.433584	0
0.491228	0.43609	0
0.491228	0.438596	0
0.491228	0.441103	0
0.491228	0.443609	0
0.491228	0.446115	0
0.491228	0.448622	0
0.491228	0.451128	0
0.491228	0.453634	0
0.491228	0.45614	0
0.491228	0.458647	0
0.491228	0.461153	0
0.491228	0.463659	0
0.491228	0.466165	0
0.491228	0.468672	0
0.491228	0.471178	0
0.491228	0.473684	0
0.491228	0.47619	0
0.491228	0.478697	0
0.491228	0.481203	0
0.491228	0.483709	0
0.491228	0.486216	0
0.491228	0.488722	0
0.491228	0.491228	0
0.491228	0.493734	0
0.491228	0.496241	0
0.491228	0.498747	0
0.491228	0.501253	0
0.491228	0.503759	0
0.491228	0.506266	0
0.491228	0.508772	0
0.491228	0.511278	0
